index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Allocation rate per person,-0.11574246419116424,-0.17249848895852396,-0.11153140825989653,-0.15108685366454183,-0.1507158156380198,-0.014973386321655143,-0.05034701850815886,-0.049375903990473986,-0.11164757535727154,-0.06634280613839419,-0.003338219472096299,-0.10358794102593626,0.04901537287423954,0.16092729722635826,-0.10874493207113779,-0.054097298294819664,-0.05391382316286901,-0.05277870506747052,-0.1706225738760584,-0.0066663058639537445,-0.3185116708485819,-0.13905826273335567,-0.17073880528578594,-0.0980654195566733,-0.06864019863316267,-0.07722169527638499,-0.07659583921309922,-0.06753448819558118,0.011539739454916698,-0.17701481187561724,-0.07869683310619603,-0.016330468607590336,-0.2854166111863115,-0.3270155483609664,0.14977683443313053,0.13029648750268785,0.12902670865874882,-0.12902670865874882,-0.6384367213306505,0.3672246399692204,0.06853224649505418,-0.1387826767924713,-0.167468487641917,-0.19428289783152602,-0.45889484083851545,0.08683086105695562,-0.07607772537792819,0.0430042078335325,-0.06099679714317976,-0.3464493226207485,0.06503144610604167,0.0054159870094606065,1.0,-0.4425818958344967,-0.5979816126381201,-0.5252726626623503,-0.39657401253962277,-0.33453833701694463,-0.2510014025919122,-0.1131244875259277,-0.025637140729656678,0.059801912046793394,-0.024149293217415817,-0.42230349889113744,-0.4568066529739642,-0.034382590277767244,0.4065036741711192,-0.14993284159759265,-0.026099072973414725,-0.47070340356487145,0.05110535232913975,0.05467644489663126,-0.19126957954087254,0.04800187068981001,-0.0990942351840078,0.664282684881475,-0.42230349889113744,-0.034382590277767244,0.3733702072961264,-0.12625163559544791,-0.12257020684299669,-0.011156851467121646,-0.12466424587214643,0.28541493461508793,,-0.18509324154894602,0.42046639480782566,-0.19471716384259813,-0.15108049589082853,-0.17733966540153542,0.12779680979221306,0.10346478057965906,0.14045960478603167,,-0.12902177262238587
Working Capital to Total Assets,0.26407353957802787,0.3225410888523427,0.2637672349509177,0.32364231149243855,0.32392412639297136,0.29409475387732054,0.26232940118245984,0.26292495730985865,0.1213552145983898,0.2661945769795629,-0.011597436347496201,0.029478289523868568,0.2054474912537871,-0.23126520530047365,0.13308876565523312,0.22000787721144494,0.22021504739740216,0.2203265774005843,0.2934324764429514,0.11646475362546693,0.1576360966849749,0.3215327794351953,0.2955846074321278,0.12339655518162,0.10959288799677912,0.11270803652132554,0.11197779846782496,0.09708782412345712,0.015179157208876765,0.26024322704369846,0.11082292639206172,0.09171546916244935,0.8939015971622537,0.7381997616050691,-0.15763747504166248,-0.48251154039244193,-0.48299695432870243,0.48299695432870243,0.5742755701670151,-0.5568635498083564,-0.2289773155642957,0.3212603996746786,0.2939804938547787,0.07552481622641487,0.3050057091710831,0.02789377782397307,-0.038307340229281346,0.02956920060516236,0.020423567774019324,0.08056792490552007,0.15170901347743473,0.32691327365519846,-0.4425818958344967,1.0,0.6625886255870321,0.734137045120694,0.5643107016597095,0.7560629929269475,0.5696445583465016,-0.3119494241202338,0.24794666571103405,-0.056784383577857034,0.4226571141906039,0.2989863591688637,0.9284819796040066,-0.3738224013316393,-0.4350758381601149,0.3168403884469934,0.23799012248741064,0.23612574916557505,0.020772355511292258,-0.0940373925189173,0.8166206602948547,-0.1939737455324573,0.20092801367175422,-0.46784723514414484,0.2989863591688637,-0.3738224013316393,-0.39200084085032577,0.2200247160221272,0.23335399237312637,0.15894660162908117,0.20585998255547427,-0.8938999741497012,,0.35178097607902215,-0.3048509739802518,0.4470025933999479,0.3236346833823229,0.2907714775185685,-0.47579373781296624,-0.12183141335147095,-0.1704874560356773,,0.4829943884088035
Quick Assets/Total Assets,0.21913158866059568,0.26245422863136764,0.2073244970669047,0.14521466438539593,0.1451205285096844,0.16030482365971035,0.11548682579949102,0.10988053226832054,0.059660621157204614,0.12427671031704803,0.06070861991005577,0.12499069862181841,0.04088824128611481,-0.19914209251098022,0.188757319035716,0.13167699846759207,0.13180200284345997,0.13109045998535737,0.2600506577148075,0.11601787617085446,0.44717867133742883,0.31397696218258253,0.267391755225849,0.14401349356105608,0.11816399709869924,0.1181831462703989,0.11559048218862943,0.10454413447897326,0.012791905490060264,0.2589984254932604,0.12297663972030128,0.11769042997211188,0.4594676790763426,0.5910407216183122,-0.13616736987368513,-0.09999641882480614,-0.0996615634951197,0.0996615634951197,0.5012213439001687,-0.34541749264485344,-0.14953115522165816,0.31423272400533886,0.26444297855613835,0.25161746763112125,0.5648249041656299,-0.19391095092384714,0.19315840627489825,-0.14349112563854413,0.07542192075387412,0.4429102246555247,0.20772157206145558,0.2454956917644822,-0.5979816126381201,0.6625886255870321,1.0,0.7685718937987166,0.5985783188690019,0.6063950066059245,0.4024597591500988,0.13635194179610238,0.11867796189135604,-0.2037651159786153,-0.10150595752513791,0.47110137155631066,0.6903089357952791,0.0609461916865869,-0.4215935934896834,0.21084232175254716,0.12758015667206474,0.37311623328714216,-0.038202200142268224,-0.1476255308176641,0.3598532179279135,-0.15202698522137753,0.2145444284179331,-0.5301053660337856,0.47110137155631066,0.0609461916865869,-0.33822152161693697,0.2452386969302004,0.2387048855408871,0.1131304450605076,0.2430360834954107,-0.4594638311203654,,0.267983393109846,-0.33852175905662957,0.42321503731716736,0.14520807423826015,0.26994116752123753,-0.09951451067956389,-0.07457640350520887,-0.12006425106701174,,0.09965689031725032
Current Assets/Total Assets,0.11362648877223151,0.196083619550828,0.11031358830808428,0.10021821254929239,0.10064345619512932,0.14822559245862904,0.05377729720975283,0.0524188405689202,-0.04970658795388365,0.06835960120935715,0.05523768091556061,-0.04036798368726733,-0.12629747242218375,-0.11333466274934201,0.13763764782959517,0.06698235828560513,0.0671369507592797,0.06722961490381009,0.22048967357880944,-0.011455981583994483,0.45841620822915924,0.31647366857450443,0.22102834133189728,0.15477982819821645,0.13203877930249014,0.10756744715477733,0.10662830402378906,0.10347255564541798,-0.015476096274190117,0.22281090748757068,0.10794496689339189,0.01573428974107041,0.4119273785708385,0.2822661686734078,-0.04907019704068863,0.09152896395861133,0.09224103471052993,-0.09224103471052993,0.5399104488524413,-0.1498485355251979,-0.18562405208663046,0.31671183739523595,0.21808182867933082,0.592104821939955,0.5431430366842463,0.010801136221989029,-0.009061015269653626,0.017367649075969417,0.05282135946121946,0.4887844319570312,0.376917245145988,0.29556179135510446,-0.5252726626623503,0.734137045120694,0.7685718937987166,1.0,0.40161256772512216,0.29606950567968326,0.1757328891752896,0.35590006625467924,-0.03913350457260217,0.14626112846150655,0.30784396022975347,0.5744940707741079,0.8571350591191484,0.2772551238358246,-0.445821270596835,0.14256722642187977,0.0918142598227568,0.30047226351444223,0.0552791184815822,-0.03216150548243215,0.4413155628172783,-0.05501768903132945,0.16633260963888738,-0.6202335071868088,0.5744940707741079,0.2772551238358246,-0.32112500786311743,0.19974184934991415,0.18959569575149254,-0.020049468458317468,0.2026447208552388,-0.4119237671594234,,0.19538008404298216,-0.2760746580124699,0.17933867172687035,0.10021820822698353,0.23694421642694716,0.0934450278419911,-0.041922901947306246,-0.07498473881203477,,-0.09224421931930264
Cash/Total Assets,0.2875570207622854,0.2752588980889381,0.280407911506302,0.2777790025009443,0.27806169351779986,0.2133836307887648,0.2198191171232722,0.21894903932482496,0.1272503208678161,0.22972515795703244,-0.010659380135395694,0.12850658882146068,0.29832406192577,-0.2567888265130717,0.0784276157100865,0.19577348299399552,0.19566994835223614,0.19496774393286384,0.25876124810847556,0.2812100479816589,0.13650692252755836,0.24078943126739166,0.2535360000311769,0.08523977692893149,0.0672693145582752,0.0820199211144838,0.08067751828456733,0.06810588022559962,0.005691258549081868,0.24223676671016697,0.09494579174452814,0.24776880825934802,0.5318784192048122,0.6185717583222601,-0.2118482609489555,-0.3781914942242647,-0.3773431372372249,0.3773431372372249,0.354074997173593,-0.5009553786441265,-0.21444252862135096,0.24000368196239585,0.25110272512461296,-0.18120806842753892,0.23797882244891044,0.04814139197702214,-0.05716813080297687,-0.05414737171758759,0.0895284707587145,0.06536864850504866,-0.011833499954143454,0.19017225913506816,-0.39657401253962277,0.5643107016597095,0.5985783188690019,0.40161256772512216,1.0,0.6185596179521524,0.8640928240186959,-0.22592158374677554,0.34183417043892766,-0.2310354670672676,-0.007246748694570832,0.26696139305745503,0.4810085767911326,-0.285807654027212,-0.32412093611709386,0.2650591474621737,0.1817885590913509,0.2512054938701678,-0.03183631125061094,-0.1434341545469604,0.44643515710323856,-0.3573543244040685,0.43211590872765787,-0.28725979733295215,0.26696139305745503,-0.285807654027212,-0.31801243089893355,0.44867876913560145,0.4443741974472546,0.301591229096308,0.44101547784650347,-0.5318752733566777,,0.29802143931221975,-0.28198213661918187,0.3605336314873321,0.27776863830029885,0.2531252806367865,-0.37733621759890523,-0.15533401613790973,-0.20093194155942254,,0.37733920849395325
Quick Assets/Current Liability,0.30611891607594,0.319137371602566,0.3026069902074929,0.3648910778871302,0.36458159986939587,0.28977971589246015,0.3272595859248423,0.326823304800637,0.2290000959114371,0.3234391567563264,-0.030049278431801846,0.1428996402771643,0.4032276085753346,-0.275266778810798,0.11989680402668726,0.2649791180730568,0.2651202726699302,0.2645021878184297,0.2653520368124634,0.21022093077170223,-0.024472118526018678,0.22750328987705457,0.2711777296163621,0.06288547617984862,0.05616973011180126,0.08327358679270545,0.08196489213287303,0.061720066578234783,0.030463334356634675,0.22310472866616335,0.08247335035842687,0.15656754640745318,0.8875226783479191,0.9755925093441081,-0.22833945680247034,-0.7016308475073842,-0.7029395493443902,0.7029395493443902,0.4038600379912079,-0.6981011946216198,-0.16361225384192518,0.22727734334139266,0.27071582388825544,-0.36883137488695644,0.1156280140014753,-0.11618246604641028,0.10344937256915296,-0.08827190615722687,0.019799043406220785,-0.1468850183684739,-0.07179679523326406,0.223963114161375,-0.33453833701694463,0.7560629929269475,0.6063950066059245,0.29606950567968326,0.6185596179521524,1.0,0.7537547456291641,-0.6360645159984384,0.4006153619149242,-0.3803643710360813,0.05162159041801025,0.07215610515904858,0.5756730345027028,-0.6808709760191612,-0.34681312773290496,0.33858087764005423,0.2644383826509239,0.17425488063919178,-0.04981331528829022,-0.18676147181667205,0.7188863090154747,-0.27064412757145706,0.19387952375099748,-0.2457854795082609,0.07215610515904858,-0.6808709760191612,-0.3710972233980067,0.1968731941077175,0.21849292688575334,0.26523653615461595,0.17713082909533848,-0.8875227113377924,,0.3557581609676612,-0.2756033172208506,0.5922848993655574,0.36487856911256594,0.2541353755807084,-0.6990855544789634,-0.15633273865803107,-0.21055643484127776,,0.7029362821365526
Cash/Current Liability,0.2826923751070402,0.266182648674562,0.28118589587854576,0.3578663139262673,0.3579652784389378,0.24396725482230638,0.2840942239236558,0.28666755231599383,0.1844544067310453,0.28768831534443534,-0.032335012603007154,0.1053795949135682,0.42998214903479876,-0.2705705623259486,0.030736393304444158,0.23003940375570078,0.23028104966958832,0.23037067528149757,0.22419129002616225,0.2821950518444147,-0.10228222985082518,0.16879981221030332,0.21915696726425826,0.03566632602899055,0.02677199592796304,0.046682092560483224,0.047231957566012554,0.03180137302479292,0.007753665001090801,0.18897615919378608,0.05980286631700704,0.2272101206600488,0.6874040323327847,0.7599617925394984,-0.24733694348311625,-0.6209884153347869,-0.6219786296938109,0.6219786296938109,0.3037047054068046,-0.6168394179378784,-0.19875480467039144,0.16795128114185534,0.2182917835029013,-0.44554666991347724,0.004055414316240576,0.06334093045212459,-0.07019192777311291,-0.03022128299983332,0.07878750633113556,-0.2205330347465618,-0.12428998180252407,0.15942414018127288,-0.2510014025919122,0.5696445583465016,0.4024597591500988,0.1757328891752896,0.8640928240186959,0.7537547456291641,1.0,-0.5700463485094286,0.4302620319283489,-0.3103572880502213,0.048672969173377774,0.06934119957714478,0.3996251610609095,-0.6050658759778343,-0.2748362549899645,0.28825031858679884,0.21298504180080502,0.1487664454777786,-0.018901038436099107,-0.1397306792495228,0.5766628289320275,-0.37997224286419806,0.3482354119488842,-0.16153846800040678,0.06934119957714478,-0.6050658759778343,-0.31849694660117966,0.353122965381746,0.36702531525109255,0.3284084412127339,0.3350311097968009,-0.687402297957235,,0.3007176935379956,-0.22578974896886758,0.42378876338841476,0.3578552185356964,0.20795182519067093,-0.6171885292375578,-0.196785373533692,-0.23639275149101882,,0.6219778486833712
Current Liability to Assets,-0.1800763432646501,-0.15299388168274372,-0.18937211360110548,-0.3364949085988505,-0.3365575749107076,-0.19563573966977513,-0.2932477306407233,-0.3004529642333055,-0.24008786064399376,-0.28103678638050444,0.07396007461321899,-0.05382415520161082,-0.4806750570899405,0.1895797243761831,0.045128628413611,-0.19664828792747813,-0.19681530766985236,-0.19667167281405895,-0.0785442032310983,-0.1662514204602173,0.46946001414110117,0.026176872394360572,-0.0770348670434168,0.06200206009187467,0.055256616930224545,0.01768005315811851,0.016802667628598736,0.03422632456749488,-0.024247076871202318,-0.022620347520853068,0.01885193611711895,-0.0922247681720668,-0.6408533289999818,-0.630795406251772,0.16706256787222468,0.8262654262449355,0.8275444855289554,-0.8275444855289554,-0.0588958595739345,0.5669303060055703,0.07153814526131612,0.026729908123298084,-0.07916703098527089,0.7758435707662389,0.3927755812509156,-0.06435659114080555,0.07189943875429798,-0.032334706177119935,0.027660699847498377,0.6298100868812485,0.3102535615315903,-0.02501612837275065,-0.1131244875259277,-0.3119494241202338,0.13635194179610238,0.35590006625467924,-0.22592158374677554,-0.6360645159984384,-0.5700463485094286,1.0,-0.40509113623106663,0.2746286456825514,-0.13815887393430565,0.36628499476766335,-0.052309694474270925,0.9703083059057079,0.004827467691942847,-0.2268729703117594,-0.1920986486173732,0.10053578286805291,0.0038653932134240956,0.05617520322592686,-0.5030095677946278,0.20619949762089365,-0.0446789211608936,-0.17112293732473025,0.36628499476766335,0.9703083059057079,0.12818788623956656,-0.022293861694610832,-0.05536288892864379,-0.2387087892981794,-0.000833825843762835,0.6408560178491011,,-0.1930662202434672,0.022590065531692998,-0.34339080279834167,-0.3364839989639945,-0.05399072526199066,0.820345340787932,0.1323269353908572,0.15416596667973315,,-0.8275447534038447
Operating Funds to Liability,0.49576493285457496,0.42778597541770597,0.49173852884940644,0.39644609144111187,0.3979593028736144,0.4941935226760108,0.46351278047900774,0.457378970050168,0.14630121760184647,0.47037671148396354,-0.06584833983053394,0.08687122478734416,0.9734316007288225,-0.1710768716491915,0.18790481696803182,0.3126736569249709,0.3126457934480719,0.31201136180547734,0.38507829846370306,0.8697290436616418,0.00750258366100078,0.3840622946535183,0.3704635101333877,0.043439051856089796,0.09751518849003271,0.10351149626168274,0.10199795403099816,0.10157361416499375,0.08132518296075048,0.11443035383081954,0.096516029872874,0.8263955018918903,0.3622502617614717,0.4142919331518899,-0.06258618833536891,-0.4830486552843168,-0.48426390817203346,0.48426390817203346,0.05258246903404219,-0.4763294282647467,-0.09264927118281785,0.383287533952828,0.37665235114622253,-0.36830013620577423,0.03366537814943995,0.06790691849896394,-0.07196998758211033,-0.0461780765893635,-0.048269579819433805,-0.13650550250759866,-0.05311636472598726,0.35666632210934707,-0.025637140729656678,0.24794666571103405,0.11867796189135604,-0.03913350457260217,0.34183417043892766,0.4006153619149242,0.4302620319283489,-0.40509113623106663,1.0,-0.1968093793139843,-0.001897356615159669,0.044088822586057834,0.09697054729733558,-0.4420070830742588,-0.18423852687983597,0.45087543405354036,0.37517987825404087,0.012639153735858985,-0.05869583245681988,-0.09666024646952853,0.2279467358728862,-0.15980616252238916,0.24013666283395005,0.05490343794221005,0.044088822586057834,-0.4420070830742588,-0.25379036426448465,0.2547849373925176,0.26884208568312074,0.9457265439166493,0.2385199558233098,-0.36225286434740533,,0.4636935933242904,0.0037335676223891694,0.20610820962845264,0.39643452848721056,0.37087076162248106,-0.4805890505813935,-0.0358263666656672,-0.053966719016741126,,0.4842763953204438
Inventory/Working Capital,-0.08430956663952115,-0.053524172478414817,-0.07691827291020703,-0.14335063250720323,-0.14272517680798813,-0.04011766751282451,-0.07756159111038817,-0.07649165127570642,-0.06292443118433672,-0.07198940334333982,0.010241865293643643,-0.030662583389566695,-0.2031167960248663,0.10942738433858304,0.03965251072752,-0.008056290449999648,-0.007857489587599704,-0.007071969315656202,-0.0063354213302389715,-0.11461238484806567,0.17106981118297065,0.040221352392614956,-0.011067328866048666,0.03288919276989503,0.027681898726147132,0.004366524344664954,0.004559985131705994,0.01432455815520546,0.052213500357540014,0.0062355367130645855,-0.01177718882574895,-0.10539958833783548,-0.16346941474032725,-0.3745430338715592,0.24615568645018845,0.271841627549537,0.27260454201183065,-0.27260454201183065,-0.04308386335274437,0.2633057578522028,0.07934156636146385,0.04032104521012493,-0.010817196903015905,0.431187062569459,0.12643919448777216,0.08333432266012886,-0.0855558494699718,0.11561882189644304,-0.14613434127206892,0.189296572702046,0.14534988829022277,0.02384801432875112,0.059801912046793394,-0.056784383577857034,-0.2037651159786153,0.14626112846150655,-0.2310354670672676,-0.3803643710360813,-0.3103572880502213,0.2746286456825514,-0.1968093793139843,1.0,0.42537425006651675,0.010348832446445057,0.06816329557883086,0.28459412333763867,0.09808823183881521,-0.044567354111324266,-0.013054826968426412,-0.0936563947900376,-0.03080550471556494,0.09387722383685898,-0.05398312969222269,0.1849429552626948,-0.07350295260586646,-0.0074743943173053206,0.010348832446445057,0.28459412333763867,0.14681636043763294,-0.06870360384868181,-0.08547757821207097,-0.14608760869220716,-0.055960962230782826,0.16347036600535006,,-0.06524843403730873,0.12398636309885287,-0.30760094688792555,-0.14333944868933968,-0.008239741196904578,0.27888518856612543,0.22769082281771447,0.22736041939638577,,-0.27260405813956073
Inventory/Current Liability,-0.020379121166054986,0.02105156028366941,-0.008508044876403229,0.080154803047999,0.08075296505280476,0.06521687810234912,0.007284194946008229,0.0157920980603813,-0.05406587042026866,0.01657245590781267,-0.037890474183970554,-0.09991275939041798,-0.005602940378264482,0.008099410017785781,-0.03346134390996518,-0.007894409251591683,-0.007735864815118979,-0.007005370989543476,0.011643475723301579,-0.0827800510101584,-0.022479465550073022,0.058591055193381814,0.005106082784571838,0.019810934138926893,0.017291444595348343,-0.005037817617057188,-0.003526046528515154,-0.001622373753498543,-0.016612265843938,0.004965319514360491,-0.010683722696021055,-0.0753090048522068,0.39006505171770933,0.044881433834455954,0.010492762950401975,-0.16407469494378019,-0.16271267204848247,0.16271267204848247,0.11330653279412407,-0.10336478322246158,-0.11441787010171217,0.05881175788112876,0.005623785047277832,0.22450057060587955,0.05046949927795805,0.24489794006700433,-0.2447938285434137,0.2682923413470819,-0.12402845261354326,-0.02416668642170072,0.0854083351419769,0.08930467546457095,-0.024149293217415817,0.4226571141906039,-0.10150595752513791,0.30784396022975347,-0.007246748694570832,0.05162159041801025,0.048672969173377774,-0.13815887393430565,-0.001897356615159669,0.42537425006651675,1.0,0.05181979675135931,0.4072273515575659,-0.1466037609351649,-0.11051310090138959,0.03833031029731934,0.015140041461524348,0.034495540654834254,0.040318073850983696,0.08533706479600221,0.39933931864075245,0.017430416307749344,-0.008400778002758458,-0.06597021375737944,0.05181979675135931,-0.1466037609351649,-0.08504653288401516,-0.00447138717621079,0.0013029329888520767,-0.05087355354735676,-0.00810136342974373,-0.39006263297595006,,0.03091483751156213,-0.05675075007624773,-0.01176704970151052,0.08015554675670751,0.014266194097364461,-0.15962054260942724,-0.002197331915081936,-0.003711560067706461,,0.16271703599247725
Current Liabilities/Liability,0.05622562034896205,0.11063269933344128,0.055539088483573654,0.0687066292907453,0.06986344495729886,0.06538094657045004,0.021670940726304936,0.02283449763677067,-0.007829642377430716,0.03865772910989314,0.03349932216709848,-0.04413189106761359,-0.10056905800380579,-0.11793090063113056,0.05188249407728011,0.028918849685488576,0.0290318586302843,0.028767791395575677,0.11847847721744313,0.005482754897881306,0.23332783895796244,0.15314996102929423,0.11226776121056811,0.07020620424440929,0.05203749665327209,0.04366315813266354,0.04193053012803124,0.046442975764856786,-0.026391328490683125,0.12219910338357576,0.03747755571338474,0.0519967307296383,0.07902865528003195,0.06859552532293073,-0.14761757568119555,-0.11602340141908907,-0.11718365716748542,0.11718365716748542,0.3791765109551766,-0.31499245408223764,-0.14616626037213362,0.1526620000976417,0.1107449143991419,0.2722997837386479,0.3408851364003482,0.013934229750322014,-0.005394479807404944,-0.011996490200783328,0.054409479714594346,0.24986166707100307,0.21519393430742711,0.15730582601827992,-0.42230349889113744,0.2989863591688637,0.47110137155631066,0.5744940707741079,0.26696139305745503,0.07215610515904858,0.06934119957714478,0.36628499476766335,0.044088822586057834,0.010348832446445057,0.05181979675135931,1.0,0.31392211846054724,0.2096932911175561,-0.7103889545859021,0.09486386042652169,0.03689048916366265,0.24409553664353242,0.05824761433201232,-0.03219685587794894,0.12264508997027065,-0.039588126912164914,0.06236996594945105,-0.45589457183089716,1.0,0.2096932911175561,-0.702650307550794,0.08259721560615721,0.08348949806165115,0.023941645770580215,0.0817589423238985,-0.07902679454039312,,0.12278441120481921,-0.25644946646493505,0.03723790120049689,0.06870401597395832,0.12408136534162119,-0.11976725481491787,-0.1460693326272448,-0.16772300877733018,,0.1171772193346159
Working Capital/Equity,0.20015653043064985,0.273569049121467,0.19827828882601317,0.21837852182853879,0.2186189156455498,0.2375804224036016,0.181789845861434,0.18074539885142588,0.04996916659694492,0.18781717510799567,0.02481305274378053,-0.015832621458253517,0.05593294212594369,-0.17721562958945009,0.14954191033332595,0.1727396895240839,0.17291268608955832,0.17325845417125496,0.27824533547526364,0.047867169310145945,0.298421683178346,0.336874304016226,0.2818673130278549,0.14608819443289192,0.1274509788103442,0.11838089885299492,0.11825974684333393,0.10724983612162327,-0.0007676525025776563,0.2590318917312049,0.1210307737317247,0.036270375506117405,0.7226305931361593,0.553300725221706,-0.0778841013935729,-0.19213474531463623,-0.1918022057519074,0.1918022057519074,0.5801579223387621,-0.34226402728000815,-0.20330367680967262,0.33692126577014314,0.2797000527930337,0.3061646890141031,0.40101018523890924,0.03495563792282275,-0.04058172400057127,0.02476127863898771,0.05885816407654629,0.25927170685809814,0.2753834187080555,0.3334604308565203,-0.4568066529739642,0.9284819796040066,0.6903089357952791,0.8571350591191484,0.4810085767911326,0.5756730345027028,0.3996251610609095,-0.052309694474270925,0.09697054729733558,0.06816329557883086,0.4072273515575659,0.31392211846054724,1.0,-0.10882134666577624,-0.3632253822670369,0.24441217323946843,0.19226999813302773,0.22827307161326377,0.03736699445612994,-0.061273305570714476,0.7019907889640877,-0.1265407044739158,0.18858665755039045,-0.5423405986291728,0.31392211846054724,-0.10882134666577624,-0.27583586048002096,0.21659965199818454,0.2145508387597032,0.06121230806746996,0.2114577199148923,-0.7226278746873008,,0.2882016196608416,-0.2547545318816157,0.34315833057941403,0.2183724127639622,0.2944616240524818,-0.1973029722843894,-0.05530203862132323,-0.0991307008376216,,0.1918005644004966
Current Liabilities/Equity,-0.20760082853448356,-0.18993655925107586,-0.21615624775398398,-0.3639509532040966,-0.364139651698264,-0.2195519590916714,-0.32377218875313907,-0.3298331137730798,-0.2674624960259543,-0.3121166103100597,0.0745021221004177,-0.0628842133929952,-0.49422296073358674,0.21855592922626763,0.021086838689110897,-0.2203636213045404,-0.2205385816122329,-0.2202092885286938,-0.11301244871391954,-0.1802568874790047,0.44987265442925717,-0.0013614868660707393,-0.11148521846328012,0.052331959716744834,0.04547922427296875,0.0038118476861486736,0.003397101092999968,0.02206842264571694,-0.02400833697738795,-0.0518200644717036,0.006709971447906558,-0.11169162981327405,-0.6838826566847418,-0.6744863188801599,0.19732639687880735,0.9099324446280314,0.9107772390487975,-0.9107772390487975,-0.12846963183643745,0.6854504944769245,0.09544815524195509,-0.0007477539963821641,-0.11342543373308954,0.7751964051114962,0.3389117471272004,-0.05607693170749618,0.06340812392128382,-0.030796658233662982,0.03191892722423981,0.6151842430851463,0.29186172481334843,-0.05482781158495357,-0.034382590277767244,-0.3738224013316393,0.0609461916865869,0.2772551238358246,-0.285807654027212,-0.6808709760191612,-0.6050658759778343,0.9703083059057079,-0.4420070830742588,0.28459412333763867,-0.1466037609351649,0.2096932911175561,-0.10882134666577624,1.0,0.14527057787881026,-0.2686556897079808,-0.22103166909985836,0.06079842415588396,0.0025934209207926647,0.07674273683800481,-0.5437133877004064,0.21875093047296224,-0.05749204237672838,-0.09560756688084143,0.2096932911175561,1.0,0.28390190005328186,-0.03797202786758049,-0.07187452153362979,-0.2622437064025702,-0.013943904869521436,0.6838853522115784,,-0.23669516886222636,0.07438381107663307,-0.36186766942248544,-0.36394114679890316,-0.10111479510888786,0.9181787102655742,0.15568229711370668,0.18613828234013874,,-0.9107769059343145
