index,ROA(C) before interest and depreciation before interest,ROA(A) before interest and % after tax,ROA(B) before interest and depreciation after tax,Operating Gross Margin,Realized Sales Gross Margin,Operating Profit Rate,Pre-tax net Interest Rate,After-tax net Interest Rate,Non-industry income and expenditure/revenue,Continuous interest rate (after tax),Operating Expense Rate,Research and development expense rate,Cash flow rate,Interest-bearing debt interest rate,Tax rate (A),Net Value Per Share (B),Net Value Per Share (A),Net Value Per Share (C),Persistent EPS in the Last Four Seasons,Cash Flow Per Share,Revenue Per Share (Yuan ¥),Operating Profit Per Share (Yuan ¥),Per Share Net profit before tax (Yuan ¥),Realized Sales Gross Profit Growth Rate,Operating Profit Growth Rate,After-tax Net Profit Growth Rate,Regular Net Profit Growth Rate,Continuous Net Profit Growth Rate,Total Asset Growth Rate,Net Value Growth Rate,Total Asset Return Growth Rate Ratio,Cash Reinvestment %,Current Ratio,Quick Ratio,Interest Expense Ratio,Total debt/Total net worth,Debt ratio %,Net worth/Assets,Long-term fund suitability ratio (A),Borrowing dependency,Contingent liabilities/Net worth,Operating profit/Paid-in capital,Net profit before tax/Paid-in capital,Inventory and accounts receivable/Net value,Total Asset Turnover,Accounts Receivable Turnover,Average Collection Days,Inventory Turnover Rate (times),Fixed Assets Turnover Frequency,Net Worth Turnover Rate (times),Revenue per person,Operating profit per person,Allocation rate per person,Working Capital to Total Assets,Quick Assets/Total Assets,Current Assets/Total Assets,Cash/Total Assets,Quick Assets/Current Liability,Cash/Current Liability,Current Liability to Assets,Operating Funds to Liability,Inventory/Working Capital,Inventory/Current Liability,Current Liabilities/Liability,Working Capital/Equity,Current Liabilities/Equity,Long-term Liability to Current Assets,Retained Earnings to Total Assets,Total income/Total expense,Total expense/Assets,Current Asset Turnover Rate,Quick Asset Turnover Rate,Working capitcal Turnover Rate,Cash Turnover Rate,Cash Flow to Sales,Fixed Assets to Assets,Current Liability to Liability,Current Liability to Equity,Equity to Long-term Liability,Cash Flow to Total Assets,Cash Flow to Liability,CFO to Assets,Cash Flow to Equity,Current Liability to Current Assets,Liability-Assets Flag,Net Income to Total Assets,Total assets to GNP price,No-credit Interval,Gross Profit to Sales,Net Income to Stockholder's Equity,Liability to Equity,Degree of Financial Leverage (DFL),Interest Coverage Ratio (Interest expense to EBIT),Net Income Flag,Equity to Liability
Allocation rate per person,-0.09768168424063542,-0.10431638776927604,-0.0886194116560751,-0.08939026143364402,-0.08901899400006312,-0.08031662908661633,-0.10178104936838711,-0.0984938046373574,-0.06867597230353653,-0.10938969036041797,0.04235818309680645,-0.13981729997892559,0.027421957656096417,-0.016575165117677298,-0.09360540137699706,-0.047108166925093536,-0.046840035999944865,-0.046047461833801956,-0.11188165707399454,-0.037655517303220455,-0.1720887765671323,-0.1002019588662818,-0.11731704347477535,0.0252790231626243,-0.020465287257782957,-0.05465900242069004,-0.05678868993046093,-0.03367969581287039,0.013861573587825554,-0.10539995079241597,-0.05997174827792298,-0.018643752227225537,-0.10336110927140672,-0.11387439765802315,0.0992945770339884,0.14342547799289973,0.13805200198996692,-0.13805200198996712,-0.11507054167533258,0.2636898433176872,0.06089902498262565,-0.10029900577969651,-0.11559395859895837,0.010234038686991924,-0.28583213064210683,0.3158755847250942,-0.12185923187977846,-0.056455189790522435,0.24254658943131605,-0.19076369507027838,0.21332559523704714,0.14468236376620014,1.0,-0.25311773425094536,-0.40532334212922205,-0.2529567706658171,-0.2167023723879944,-0.13421112413862235,0.036197378550735085,-0.007081922224064389,-0.03923967047128051,0.093106316278262,0.030196485643783605,-0.24001500387786343,-0.23677160111347384,0.06164122834159569,-0.02925021559014765,-0.07074677481482551,-0.005125145471103491,-0.26056540272459366,0.02617963757434218,0.030307052612143035,0.037385834619645356,-0.018200664112720435,-0.08790700615921213,0.3527286100182665,-0.24001500387786343,0.06164122834159569,0.20301584153174754,-0.08085013944576132,-0.06744212335059643,-0.025575960868919202,-0.07680438695954969,0.22368236452451384,,-0.10341728779395726,0.2861149628509823,-0.1564901114290716,-0.08938856349726425,-0.09212738023443318,0.14258750730941333,0.04625823219881973,0.04186749481665846,,-0.08086020526219771
Working Capital to Total Assets,0.26967247852161963,0.3166199522396098,0.27167010258200613,0.33913780132669163,0.3395111928232831,0.20807654361238628,0.19760563220879943,0.19782088821614327,0.06325266224861414,0.19667634318876429,-0.07343372681909033,0.0030237034092202865,0.22624327178703424,0.05843117972500676,0.05989841252100837,0.21158350657390637,0.2122586386903394,0.2122668235610125,0.29050903467306965,0.11599415682908026,0.09077200006058754,0.32360516438353765,0.2871851592635358,0.05311485344860068,0.08413763875313109,0.0886307648643691,0.08757386219348139,0.0855356190559214,-0.03859414072825586,0.22705220055151998,0.1370174650223629,0.07557567593880873,0.7188655926043148,0.6344069334020463,-0.10298766055008261,-0.4439850407380489,-0.5175270226902131,0.5175270226902133,0.323812506122433,-0.4791922485171836,-0.20992118883399846,0.3233393582384881,0.2856029791528659,-0.008697091015954084,0.22577535647672642,-0.032186712404133844,-0.053153334651173514,0.05919052602411613,-0.27694099828728574,0.005251389322806077,0.10241110583218256,0.25132466139658266,-0.25311773425094536,1.0,0.6630402966398673,0.7269562782276594,0.6075195057673971,0.6415548955663452,0.40748729953317053,-0.34422864753524146,0.2859027263973324,-0.06480582304541854,-0.025530545884266002,0.2606713574415527,0.8948459021940993,-0.3550735771940203,0.024414181266935835,0.27100941610270696,0.18572226426126945,0.186707303112797,-0.19641256857432443,-0.21570391060180671,0.6444227877989995,-0.15333100391087362,0.1884909597599577,-0.48509501962042334,0.2606713574415527,-0.3550735771940203,-0.323138212943833,0.24370105969872624,0.2437106299857878,0.14673005757528848,0.21312814351805723,-0.8371322192874451,,0.33209732691036914,-0.15758378313413432,0.1534225803551392,0.3391421850288522,0.29344338023174854,-0.44009448184669586,-0.13881142816171846,-0.07086924753512333,,0.45813328858049207
Quick Assets/Total Assets,0.1988314309075305,0.22555715344155539,0.18600658024102623,0.18959350674145037,0.18979622239489777,0.15258734445215932,0.12705062626442665,0.12403458447582552,-0.0033425875123494256,0.13021974560895286,0.0038902814834194765,0.05863084081047015,0.07373126828858724,0.016799179940855558,0.1382728841963927,0.12381289576365805,0.12370405179458817,0.12330706706339171,0.2326696298441059,0.13060740021265108,0.37717349954983126,0.30109535309364316,0.24630793391760458,0.031331071478303954,0.08436326219693728,0.06723170485997536,0.06592257617487375,0.058553363549540535,-0.07164904151324862,0.23690072994953748,0.14460007220256205,0.0981768375440508,0.3822809067874286,0.4410622958957336,-0.08779884376487143,-0.03911570101591329,-0.09627200224948544,0.09627200224948544,0.2769210540531099,-0.23826994911709481,-0.11681404801783238,0.3012999610287253,0.24156177265007658,0.17966613440623014,0.4908510128617496,-0.19639198944043873,0.1562103019436972,-0.10439219472918103,-0.32886301104106813,0.37501841947622905,0.10520824444510615,0.09758528461458094,-0.40532334212922205,0.6630402966398673,1.0,0.7577759252850681,0.6014863754889858,0.45072195954503397,0.2596852226091325,0.14433602969671502,0.1645402072425042,-0.13271262573554987,0.04599456724401973,0.45985118088877236,0.6450709568459888,0.08713329064261303,0.03134500265450377,0.1552076228621573,0.06123182298220945,0.30185405793927006,-0.09248827697420628,-0.22201672549346407,0.2538231977839429,-0.11828319226733847,0.2070471487470536,-0.531205270672767,0.45985118088877236,0.08713329064261303,-0.2836760131642318,0.27996965897973536,0.23625877826928796,0.10940386039678722,0.27003765021049797,-0.46558190375951025,,0.2197102969775365,-0.17227532497879816,0.18667922355568792,0.1895927909324991,0.18889710854862207,-0.038878789227413973,-0.07635109798404807,-0.04897520932355172,,0.1465403017448585
Current Assets/Total Assets,0.10792173442899225,0.172732949978732,0.10490951266588344,0.10726186525317297,0.107745887671587,0.15024763778631883,0.08935129372797226,0.08997939057870227,-0.08711905461980393,0.09442366777798071,0.03839820560335305,-0.025864296212456766,-0.07553484386681338,0.005186206551911578,0.09236725162531455,0.05603284202964809,0.05607806278952973,0.056047398691293854,0.19644681027807234,-0.022987514597968578,0.4172478737887115,0.3076201210671499,0.20038738427669459,0.0715239202455816,0.09170683310954234,0.052222031085655915,0.0505862992757368,0.058428984643848325,-0.08686220373041721,0.2098190492712304,0.1307233489503655,-0.039111737376098105,0.29537876711869804,0.2306661125233555,-0.03361509312461675,0.13741187579685174,0.10409220065947951,-0.1040922006594794,0.3195530387262022,-0.034479820629800206,-0.15846993511677002,0.30795812463236166,0.19716448696023997,0.5708885220550081,0.5135019793247945,0.01962133909517485,-0.013016917440414201,0.017266485096289804,-0.387308965685989,0.4402895242553959,0.3400847548556543,0.2882390830607849,-0.2529567706658171,0.7269562782276594,0.7577759252850681,1.0,0.4302418175163514,0.23085083399905598,0.16865480836490324,0.3903906616134971,0.022482710097837505,0.03045959837211997,-0.02639008295448444,0.5635751914811236,0.8083485781017451,0.30314251203751413,0.042694737276413146,0.10606838557220666,0.038557997641458834,0.2488702185897558,-0.11770729012355903,-0.08862428755201593,0.3627938265510107,-0.04902392861467472,0.1597628997382949,-0.6206954887480827,0.5635751914811236,0.30314251203751413,-0.27638740800988504,0.22245586689778993,0.1801007105330184,-0.040872009198299676,0.22073521149768544,-0.46059886751382695,,0.16485301012922945,-0.19232313127333045,0.0006751877724096973,0.10726560960969966,0.1615993201182844,0.142929834591963,-0.06540818166120338,-0.027072285337144782,,-0.011826853415763932
Cash/Total Assets,0.25234206351257643,0.237725253918916,0.24585622673823293,0.331065364208131,0.3319635927292374,0.12252865079022554,0.12449801640871339,0.12295573368025098,0.048428964661694836,0.12938433140167782,-0.10645117567940252,0.013539088198597712,0.3184141583083988,0.014791852796561828,-0.003285390543610262,0.1834174988161671,0.18325849668013358,0.18295214568790633,0.2581802120375373,0.2963572360161116,0.0476520206103974,0.2635178601656801,0.2490671673729321,0.015679412821518943,0.06006311811700662,0.05595921357235039,0.054858148432330146,0.058551659801709774,-0.06331855704945656,0.23018639206167937,0.1358990849386869,0.2318743255258597,0.5341055813792194,0.5693412510137157,-0.10524052915581253,-0.2819276298301106,-0.3805775886490856,0.3805775886490857,0.2825353839287536,-0.3521907977155602,-0.17613915675124783,0.2615045033380181,0.2462464669224159,-0.21819347383668197,0.11989352190197707,-0.019961715702267423,-0.1336799769188925,-0.025739498816487356,-0.11971550424486238,-0.010728608842997766,-0.03602141483179575,0.1169128960019012,-0.2167023723879944,0.6075195057673971,0.6014863754889858,0.4302418175163514,1.0,0.5674176636623406,0.6093338951031622,-0.22864081076660767,0.38450748165145615,-0.1112264047795904,0.04177065527310781,0.2571156897552826,0.4532365063191702,-0.21633580867727567,0.003969108348416778,0.1708334820752037,0.13039389617328356,0.23160919679254904,-0.1342289364952618,-0.23374943574745286,0.3878475525296583,-0.299642843619433,0.39291436453279865,-0.2861087056527442,0.2571156897552826,-0.21633580867727567,-0.2528646537602838,0.500984196656559,0.4594950469533,0.30008500707246244,0.45988548172987576,-0.4415864419355899,,0.23731874078873644,-0.07369616380726389,0.13975793969547823,0.33106065323768363,0.18445668234688714,-0.28654867504704773,-0.10277980819260885,-0.0698519580725185,,0.3840819544751469
Quick Assets/Current Liability,0.15037081593860196,0.15804815037956305,0.15017243378242534,0.39464008842751486,0.39474461405774763,0.07272399506312412,0.103681039194973,0.10095682528939119,0.12149396885004231,0.09879697736982165,-0.12614388409816957,-0.025722229240548566,0.40845728368990125,0.05551229607520945,-0.010754635067034982,0.15335406772418902,0.153547144168103,0.15321193848784703,0.13652545212651546,0.11924618566039415,-0.14268513978469757,0.11166684593118072,0.1323847480177387,0.00980053463428068,0.005464067002647187,0.026962607650442113,0.027127531719124166,0.018881395696018915,-0.03132112397552902,0.11543872021025202,0.03355885081861503,0.07625651883773935,0.9535750519380392,0.9653989998252009,-0.10511223781336863,-0.42621771436059175,-0.6197161051336175,0.619716105133618,0.21391279586812248,-0.4085897954627628,-0.14886104638389566,0.11133490777465532,0.13362670054984832,-0.33412170461239804,-0.09770894993799377,-0.051351136166498876,-0.01028313019115398,-0.029312313304732947,-0.04145875201028587,-0.2026182932848129,-0.11408612788369468,0.04895768487839541,-0.13421112413862235,0.6415548955663452,0.45072195954503397,0.23085083399905598,0.5674176636623406,1.0,0.6695312042144937,-0.5423872103069852,0.38821232923531473,-0.13901572578085358,0.0245570762527689,0.023285744541448525,0.4159656086207974,-0.4122508437215966,0.009899645296173069,0.13602257531727913,0.12805613236455038,0.11178108231910351,-0.15708365247633982,-0.2573337728650094,0.6062172813563622,-0.20983923999585163,0.15450324160784387,-0.18211588977575652,0.023285744541448525,-0.4122508437215966,-0.24505354390346498,0.16927311652637797,0.2386920988333477,0.15689848339752765,0.12671310733040617,-0.6072207972685214,,0.1734613343600037,-0.07834020382315156,0.20982703589258161,0.39463853050890124,0.12814519558253346,-0.4444579424675228,-0.10213935596755822,-0.07044285093192275,,0.8022555159951762
Cash/Current Liability,0.0792381071644782,0.07526694056741218,0.08002253384682165,0.27207691573375953,0.2729952995725732,0.02551288650746342,0.02194648805457086,0.017904082818761657,0.029295306522032438,0.020415067961687315,-0.0822567135830074,-0.06633952988662602,0.3286111404868796,0.005096415419570782,-0.04201701543418179,0.09181836602591503,0.09228548908723042,0.09280452098475939,0.07893248646780587,0.11647207562973086,-0.12943626528455254,0.06689472531538158,0.06791502287414311,-0.014763970316294587,-0.017539086566387366,-0.007967203095050043,-0.0076812289324145805,0.0029595306670394087,-0.029543678239047005,0.06240247460327934,0.009726371210094802,0.08284480339895617,0.658603699124918,0.6952738862515647,-0.04786384493784662,-0.2354446219190984,-0.3771400263613356,0.3771400263613359,0.1900839581753321,-0.19636402864920013,-0.1050446004814861,0.06607588817885969,0.06934869986039846,-0.2055579025235051,-0.13005750427217164,0.03338506341911812,-0.06534793122312722,-0.011815234331587229,0.013920107093514865,-0.17782687056608967,-0.04158120277436764,0.061374641875420445,0.036197378550735085,0.40748729953317053,0.2596852226091325,0.16865480836490324,0.6093338951031622,0.6695312042144937,1.0,-0.3196609019550896,0.3191340583960911,-0.0813612514406954,0.023862382687224955,0.04630175887111566,0.2378036697944802,-0.21740847216114553,0.008863452989665024,0.06072748047754094,0.07260057614799637,0.06783524919049426,-0.1193543934323289,-0.1667634564646904,0.4592650852162842,-0.2625716499012124,0.23471630988674955,-0.10294768978519092,0.04630175887111566,-0.21740847216114553,-0.15675506342328002,0.2461046442645732,0.33225081373850746,0.14562577134679414,0.1927359369752331,-0.33852532551841963,,0.0825260543209863,-0.015541652351193399,0.1058290618674863,0.2720730947687518,0.04122018613356659,-0.23851732468948292,-0.074828403525745,-0.03704175796212618,,0.5414238298785491
Current Liability to Assets,-0.21161982184988237,-0.18803209083052608,-0.21862488058469134,-0.3120521400258152,-0.3118642936514029,-0.07827884202714155,-0.1473801331857136,-0.14672817135775681,-0.20686421235863567,-0.1383797777287139,0.14941272315487736,-0.040685553535082526,-0.406444721214764,-0.06570833824256783,0.044992989919904046,-0.20987080420709178,-0.2106886939381304,-0.2107404866483444,-0.12221318612623376,-0.18690834054680977,0.44782392068859206,-0.013999917339437118,-0.11259770087795451,0.02660760644574688,0.010251257999837692,-0.05122456913404799,-0.052117450604836295,-0.03831513344857001,-0.06960362384696149,-0.015277978431679308,-0.0027726126274172274,-0.15444342406498585,-0.5600934755383105,-0.5363894204182762,0.08876181988812025,0.7864163075546818,0.8388066613293497,-0.8388066613293502,-0.00038332039936859444,0.5967307981998626,0.06446533032612056,-0.013174532192936721,-0.11523661790868081,0.7890747745554074,0.4000893524129386,0.07283934483876771,0.047858190423160904,-0.05649335402187237,-0.15813962792165753,0.5954003909950156,0.32686642140189026,0.05656403268728283,-0.007081922224064389,-0.34422864753524146,0.14433602969671502,0.3903906616134971,-0.22864081076660767,-0.5423872103069852,-0.3196609019550896,1.0,-0.352042730109871,0.12610611322252782,0.000545562649553108,0.4240624452717146,-0.09355134146675773,0.8912246436329834,0.02474763761010432,-0.22096977479612978,-0.20000308431809374,0.09003454933941002,0.1018465340561526,0.16692796468684837,-0.36950024687123695,0.13897155857813048,-0.03831020012568734,-0.1916732440750952,0.4240624452717146,0.8912246436329834,0.05906574789961856,-0.025794710358682717,-0.08227559099145547,-0.2508863050652856,0.009983083719633447,0.4998433865941962,,-0.21971463275524164,-0.056010151033093244,-0.20549570124410244,-0.31205310486801496,-0.17277435072927028,0.7854558614841961,0.09477584416132276,0.05618501719904058,,-0.6334678239136619
Operating Funds to Liability,0.4768127796459209,0.4304659769468052,0.47583088521089856,0.3793635108865797,0.3797892145304612,0.4395631795515141,0.3810370864574173,0.3741660556006237,0.06155529144042466,0.38715964356998117,-0.05048838619281905,0.05674073870855523,0.9365568642781067,0.012928209694169301,0.07589647672183758,0.2693710425304601,0.26938996495080747,0.26920458163708505,0.3555994465656387,0.6617585810848851,-0.04248308096974583,0.36916212422465744,0.3353847523958169,-0.054836317586117865,0.05661256380311575,0.0971294808401588,0.09646021771516215,0.08116766843770867,0.08409913911485109,0.0043563254638883915,0.0963771504308569,0.6228786490049922,0.3700887308247254,0.39869523021236436,-0.04467476651817826,-0.32712293315621854,-0.43713977640365553,0.4371397764036558,0.03417635797154013,-0.3268150718763903,-0.08998901776762327,0.3683288540581051,0.3412919403502397,-0.2942464577914676,-0.023863461015572168,-0.016459335566888333,-0.08199385701583486,-0.011628338822610284,0.010969779779800341,-0.14024247540529047,-0.06096644438534976,0.23608520606014105,-0.03923967047128051,0.2859027263973324,0.1645402072425042,0.022482710097837505,0.38450748165145615,0.38821232923531473,0.3191340583960911,-0.352042730109871,1.0,-0.0870163317845003,0.021430119851298775,0.09824173616725555,0.13087191526784067,-0.3015795299971981,0.009963685185350709,0.38997604717228007,0.31485206304682356,-0.02031207214568283,-0.04075412520003159,-0.11045884274698509,0.11388980701250036,-0.12035717124676064,0.22284571701681125,0.013492005569208598,0.09824173616725555,-0.3015795299971981,-0.20447692868978548,0.28619368587786664,0.33945266074206704,0.8185746133726872,0.23734884836369227,-0.290996275210574,,0.43816797206079666,-0.012239709620147527,0.08161851986363165,0.37936209773722523,0.31713951697100906,-0.3362620449614571,-0.07038520469606485,-0.03489901417253148,,0.418446455546062
Inventory/Working Capital,-0.05151168012790112,-0.023311294142752258,-0.0405707482699705,-0.06783553985083925,-0.06839036543026832,0.014152475276365189,0.003468559857624882,0.008712570138320752,-0.0329699031729962,0.006805422175250727,0.050293018930043086,-0.02847031691704826,-0.08601512706312921,-0.028733611230781858,-0.021829257069390914,-0.02397086261720029,-0.023533665418358544,-0.023373295966945838,-0.02450424188718569,-0.07551413222420272,0.018857737008138118,-0.010426778226566874,-0.030471332745825225,0.02720172183577209,0.0038983189521279707,0.0025148732792934897,0.0004523617432513521,0.015586672301273762,0.006136210357557787,-0.017056143017271964,-0.004183688970032916,-0.07321949834071045,-0.105755519689314,-0.13098806251313558,0.08045088792632521,0.10484942986278815,0.13507059427904763,-0.1350705942790477,-0.023333703577109063,0.11795120458984054,0.010910040088255312,-0.010404119766566036,-0.030821410333249255,0.15628636850840508,-0.005759509579732148,0.07737435850349941,-0.07443924131820474,0.05719242850276419,-0.005237503603082717,0.028399167342105427,0.08699380532688021,0.06003752382598072,0.093106316278262,-0.06480582304541854,-0.13271262573554987,0.03045959837211997,-0.1112264047795904,-0.13901572578085358,-0.0813612514406954,0.12610611322252782,-0.0870163317845003,1.0,-0.03551516819065477,-0.003200783566864843,0.016240602836529217,0.1168336241068607,0.002548558594538558,-0.010872263790146278,-0.019157885492922144,-0.08354468125638198,0.023718813644615606,0.08473571085726922,-0.00765889457418934,0.06508314046514818,-0.01738045046728106,-0.010417194690964644,-0.003200783566864843,0.1168336241068607,0.02994190097886863,-0.03117710779639728,-0.035092971724326794,-0.08032142296297308,-0.01912052747421891,0.021701793638974787,,-0.021264006716205774,0.04146786313286242,-0.06274872673519444,-0.06783340102332587,0.012623320666942758,0.11225764888186933,0.07511827653329657,0.06178948066735491,,-0.111643466348895
Inventory/Current Liability,-0.0020770719903422693,-0.0031344156026271246,-0.005015877888311503,0.04576373305272736,0.04633538356736284,-0.002577979713779899,-0.009834203307283716,-0.012609541517524516,-0.01293888436788005,-0.0003211514638106066,-0.02221041323566222,-0.025253509560498447,0.010696115149459048,0.028161097078254396,0.007530791401166761,-0.02695865519112983,-0.02698781778425972,-0.02710974656554558,-0.001530954785918536,0.010264530636214176,-0.0006973000630487385,-0.011966829770067472,0.002601145722303333,0.00843706475489597,-0.006564789739118714,-0.01039558026298624,-0.010503523582634837,-0.02481208848833512,-0.022481472623554585,0.015655035932968596,0.031893943641520824,0.023557010192224375,-0.0037100383672848346,0.02322125977172524,-0.03131821074410619,0.022166230669715733,0.004611319949443166,-0.0046113199494432315,0.047335177144176316,0.018805889516975757,0.007984284258378941,-0.01177634649247144,-0.0011071512841249339,-0.046890101480521404,-0.010353175749114993,0.033210346353915975,0.02770102019554962,-0.06234184447699233,0.013768587971488546,-0.019641848181915975,0.04639130006809539,0.026374547121071613,0.030196485643783605,-0.025530545884266002,0.04599456724401973,-0.02639008295448444,0.04177065527310781,0.0245570762527689,0.023862382687224955,0.000545562649553108,0.021430119851298775,-0.03551516819065477,1.0,0.016714735746196616,-0.030937015714421943,0.007109686560011766,-0.012242603937253608,-0.022396234756956537,-0.001952299419919512,0.01347098511994961,-0.0013372911699373212,-0.041998173342574656,-0.017722432154179128,-0.017529295840278673,0.02253350010584565,-0.007623547914153822,0.016714735746196616,0.007109686560011766,0.014852725067860813,0.033809254255274056,0.025299230973078346,0.02004708095142697,0.03440516481492024,0.06388038919950602,,-0.0028866963955810313,0.019962733332084,0.0021351684556112235,0.04576128264454751,0.0004426929918684815,0.019016049238562645,0.010217121557014803,-0.016354586620650587,,0.01087734971164767
Current Liabilities/Liability,0.05455408196127115,0.08663600901048248,0.04946224535946787,0.05421693645317796,0.05577385485591464,0.05157476197011675,0.031074843981802908,0.030889849155750392,-0.04027508390761274,0.03883394388681793,-0.0034735173850629106,-0.0011730465905244773,-0.08939364683228739,0.004589998504909669,0.06591435257144429,0.03077890912816177,0.03051572731899649,0.030255436989133896,0.10051359514796475,0.009282812788847706,0.21717337633241485,0.14262025540811013,0.10144768221699471,0.028315643611006597,0.029074808836341413,0.012341357045001064,0.011178426516670696,0.017734858640371005,-0.041024316987383604,0.12322986093604583,0.06570525767011824,0.011132232056226335,0.023606139618568597,0.027031783160600006,-0.04792334131378783,-0.010566525336517826,-0.09235455813926692,0.09235455813926721,0.20159317357488762,-0.159217714412892,-0.1010069455411991,0.1419212234658143,0.09649883403974159,0.2873977027610722,0.3267223957349877,0.00957561421078792,0.036378888961455885,-0.025104013514432772,-0.2874039145131773,0.2359267055206529,0.1781718957445328,0.15114633122341806,-0.24001500387786343,0.2606713574415527,0.45985118088877236,0.5635751914811236,0.2571156897552826,0.023285744541448525,0.04630175887111566,0.4240624452717146,0.09824173616725555,-0.003200783566864843,0.016714735746196616,1.0,0.23528745609813737,0.25079029644241163,0.08243438339479804,0.051633412970894514,0.005234341417513713,0.21285463092834114,-0.04690922305695931,-0.04910208256622266,0.07089960535247343,-0.018453128872811718,0.042852570462402796,-0.4412411280786415,1.0,0.25079029644241163,-0.6234031972890556,0.08330032335469814,0.07571956466301219,0.014188904044695526,0.085278011864359,-0.06516922508142155,,0.08758167890924021,-0.2155492000537084,-0.039377845576306976,0.0542153163237781,0.07368295109994108,-0.0165914121122416,-0.043973959310456855,-0.032025268793255866,,0.1536175023125947
Working Capital/Equity,0.21806020603658796,0.2810254561774158,0.22037859229804777,0.21773965094772882,0.2178705718914226,0.20694959127944096,0.18983764682806412,0.19089192884671136,0.042647611976106704,0.1901812430500968,0.004688126103281905,-0.005681426691173625,0.08720361698037239,0.04894018524568554,0.10457823430060814,0.185966638900007,0.1867787436175315,0.18699990268008895,0.28525809438270777,0.03806503888691182,0.25946522956798745,0.33549615334057975,0.28457713665310586,0.06573521599551016,0.10077710351475659,0.10013211412809228,0.09812116108899407,0.09634235125568921,-0.05139786134270361,0.2253923766020467,0.1421942827827681,0.005229796911673224,0.48654574227424885,0.4066618757792236,-0.061273616335732944,-0.23918830012235043,-0.2405409348896773,0.24054093488967754,0.31004134630336366,-0.3469665453844623,-0.1770549882498075,0.3355655608144771,0.28229389810486677,0.2437527101221207,0.35530430960397646,-0.008037759431358137,-0.032709643006069065,0.027903912785235567,-0.3164728449544447,0.20744902065063028,0.24393255566790226,0.2957304666999728,-0.23677160111347384,0.8948459021940993,0.6450709568459888,0.8083485781017451,0.4532365063191702,0.4159656086207974,0.2378036697944802,-0.09355134146675773,0.13087191526784067,0.016240602836529217,-0.030937015714421943,0.23528745609813737,1.0,-0.16835153256101487,0.018086346428853945,0.2413803359655085,0.16870872991128938,0.1423495508122548,-0.15441863850022408,-0.14633036546631636,0.5420920309348249,-0.08206277955822969,0.15667684064134127,-0.5356733080292367,0.23528745609813737,-0.16835153256101487,-0.23034646680987522,0.21440701226804781,0.18011017124069936,0.04697674844408401,0.2151164012551908,-0.7616192714757217,,0.29313921909845275,-0.13548843549909276,0.08126007619022477,0.2177465896972546,0.33046951816886144,-0.25258620667115356,-0.11504398646803082,-0.04545543602527292,,0.19945623861967707
Current Liabilities/Equity,-0.25588097363189405,-0.23740867203368374,-0.26115642819475005,-0.2692641346843143,-0.26911113452488816,-0.11396409254027574,-0.1762343478755876,-0.17539692942111534,-0.1953105092356989,-0.16891559915646628,0.12112009449512429,-0.06668100094591199,-0.32499626712822643,-0.05592491348529738,-0.005345093844068123,-0.2331928760081228,-0.23438242578809446,-0.23446485600885258,-0.17337939704274102,-0.20941162319396633,0.40341525085354846,-0.06344041052280322,-0.1673343463558303,0.013354884311621547,-0.01880706919601465,-0.08767999117493396,-0.08829650838840343,-0.07011773031118791,-0.0947761441693103,-0.05756643667035798,-0.04044690184279118,-0.19459900352526127,-0.42375751217417246,-0.4046714885866326,0.08309421451615391,0.9230214575252493,0.8214698420850638,-0.8214698420850637,-0.013320732608408142,0.7691158611819882,0.08572491571746972,-0.06254219062071782,-0.16514607869126405,0.8262343414240705,0.2998912086344815,0.11611479730721619,0.01867994068006277,-0.05184580267983817,-0.09576031106352531,0.5757293803512185,0.29182775089865,0.024167896212763405,0.06164122834159569,-0.3550735771940203,0.08713329064261303,0.30314251203751413,-0.21633580867727567,-0.4122508437215966,-0.21740847216114553,0.8912246436329834,-0.3015795299971981,0.1168336241068607,0.007109686560011766,0.25079029644241163,-0.16835153256101487,1.0,0.02432266728644097,-0.26427273105883387,-0.20458979828680351,0.07605595886873345,0.09405225803598566,0.15465246573361632,-0.3033305598308254,0.09899409522802068,-0.04153786767595265,-0.12020659834905156,0.2507902964424116,1.0,0.21661537554840218,-0.037354268452418626,-0.07278706194178401,-0.2666586584396343,-0.018245494108592684,0.47317960338441856,,-0.2717436111688633,-0.014493104862219884,-0.18465206468842005,-0.2692667607418519,-0.29808003877922773,0.9403975011257348,0.0868584963997201,0.04448869132670304,,-0.4975913044998015
